segment_id,time_to_eruption
1000213997,15749368.0
100023368,30572102.0
1000488999,23136940.0
1001028887,34134920.0
1001857862,20418074.0
1003310246,24839988.0
1003545497,37320650.0
1004288653,30200660.0
10044968,17597172.0
1005166812,31007828.0
1005502784,30056000.0
1005767712,23763680.0
1005985933,25397428.0
1006013726,38812376.0
1006026494,28198668.0
1006540019,27815172.0
1007067208,38390170.0
1007233480,12734300.0
100741545,37404856.0
100781580,7454337.0
1008031106,27354144.0
1008453141,9799402.0
1008467020,22019818.0
1008990702,27104076.0
100924436,35544620.0
1009570124,25518142.0
1010782837,34883900.0
101092507,20456522.0
1010943716,11410924.0
1011004896,16422501.0
101110196,18609356.0
1011275894,29051632.0
1013422575,18965578.0
1013765862,14461618.0
1014679633,11136520.0
1016115878,36723196.0
1016184206,25249220.0
1017230048,17167362.0
1017425206,31814150.0
101767110,30727700.0
1017793579,12221436.0
1018339787,10604349.0
1018415836,36288276.0
1018835959,26865782.0
1019822001,41775610.0
1020904533,42627050.0
1021766991,40526750.0
1022303057,14637915.0
1022564826,9288258.0
1022792201,58228790.0
1022920538,21491172.0
102293055,24388964.0
1023129837,29126886.0
1023178939,12057938.0
1024202315,33120052.0
1025034217,41887976.0
1025592404,28837210.0
1026104909,15099182.0
1026215164,8956982.0
1026330044,20235572.0
1026893635,38829096.0
1027015334,31946918.0
1027196270,26213384.0
1027492850,17121618.0
1028291376,36755830.0
1028734549,16771667.0
1028909050,32387748.0
1028936480,8041733.0
1030142029,29565936.0
1030502977,22067940.0
1031020617,21183288.0
1031159375,35671816.0
1031162177,33370436.0
103255324,28572044.0
1033010545,19368550.0
1033712814,29567984.0
1034145574,22301338.0
1034149150,37574910.0
1034495604,15723182.0
1034575439,8443126.0
1034661081,40470052.0
1036359163,27477572.0
1036419067,16527894.0
1037409111,29290068.0
1037457727,52019804.0
1037866071,27690006.0
1037870582,28374372.0
1038229705,1859780.8
1038561162,27675572.0
1038795212,31269610.0
1039022988,28651332.0
1039467390,23502010.0
1040926190,42301852.0
1041238096,5999167.0
1042404145,28477692.0
1042683102,37619480.0
1042872766,31787786.0
1042966293,24047224.0
1044132676,53063180.0
1044145499,31091990.0
1044572708,24605808.0
1044918875,38052860.0
1044919243,15527448.0
1045961446,11701894.0
1046125885,26230476.0
1046298092,18426914.0
1047440176,38395210.0
1047553323,13449854.0
1048071171,57672864.0
1049029417,14655237.0
1049179883,31865316.0
1049458669,13255154.0
1049490456,28041152.0
1049718151,5573204.0
10500324,32974218.0
1051297459,18772716.0
1051723909,31357660.0
1052096870,23776624.0
105231979,9169942.0
1052598935,32882938.0
1053288769,30778556.0
1053506000,23317712.0
1053709012,27150150.0
1054155456,31348596.0
1054183033,24430996.0
1055110288,32065968.0
1055280734,21142818.0
1055292020,32456084.0
105565188,11806764.0
1055715186,32967738.0
1056283823,39013000.0
1057143322,28470534.0
1057565195,30293622.0
1057891675,38243428.0
1058184184,20726860.0
1058754098,31521436.0
1058988926,30880076.0
1060658700,3573022.0
1060731119,24279556.0
1060942736,4623066.0
1060953646,35682650.0
1061777512,31509434.0
1063352576,24145906.0
1063492083,22315654.0
1064227773,41977784.0
1065071029,26171732.0
1065179054,23152218.0
106530242,18723884.0
106558646,2012934.2
106685184,11557145.0
1066858964,42162336.0
106705133,5648591.0
1067398856,8224621.5
1067885278,20453380.0
1067970,21471176.0
1068098496,26886784.0
1068298311,15272202.0
1068515581,25551940.0
1069211376,47395664.0
1071550768,24219116.0
1071673479,1895492.8
1071727846,11257586.0
1072278088,21460002.0
1072995306,10566571.0
1074297431,19257508.0
1074331622,11761076.0
107456883,31250964.0
1074855139,9326118.0
1075283470,38155988.0
1075411242,35844970.0
1075732342,30576372.0
1076096350,34754616.0
107666202,24353590.0
1077472023,42008320.0
1079683965,7529950.5
1079951835,26286362.0
1080323153,20143604.0
1080844241,30000112.0
108203668,30424836.0
108213146,18488732.0
1082262945,38952840.0
1082864378,32101302.0
1083707533,19612582.0
108403661,7353502.5
1084397983,19649606.0
1084431292,40877092.0
1084581069,32383024.0
1085038607,7464232.0
1085084497,37433164.0
1085229280,23460304.0
1085510648,30210038.0
1085881951,26822540.0
1085882007,25364500.0
1085910515,30160748.0
108610409,21223840.0
1086569026,16492773.0
1086820883,13987554.0
1086962283,29810844.0
1087163936,19131772.0
108734762,19314126.0
1087612350,16029053.0
1087681649,29167834.0
1088360907,13983245.0
108885370,32798870.0
1088867007,18369644.0
1089106361,24851948.0
1089622428,23401072.0
1089767427,32879866.0
108980580,22268164.0
1091470526,12114590.0
1091631666,30860628.0
1091745945,2653166.5
1092124990,18350830.0
1092555354,41394092.0
109341864,26235124.0
1094588886,25484468.0
1094824382,31847622.0
1095039261,15811336.0
1095263306,18529020.0
1096077505,23610720.0
1096565436,10366910.0
10968059,52449656.0
1097472544,57113790.0
109822679,13083792.0
1099056611,29156796.0
1099388776,2015047.2
1099472249,33940704.0
1099564840,20095946.0
1100048277,23555466.0
1100276687,6924961.5
1100541264,7827462.5
110077966,34238180.0
1101672261,41315656.0
1102273593,43106776.0
1102402906,9420146.0
1102541950,22883756.0
1102809614,35012664.0
1102814669,24870822.0
1103082804,39111590.0
1103286910,20019292.0
1103368940,34331670.0
110350278,31708458.0
1103540935,4628764.0
110368744,5743383.0
1104014396,2189239.5
110406323,30363510.0
1105331011,30598378.0
1105982863,10669293.0
1106241100,32826922.0
1106563471,28418170.0
1107289052,41168780.0
1107461160,34878360.0
110836519,23306002.0
1108430240,33383872.0
110897870,29661046.0
1110364836,26401082.0
1111519643,30459596.0
1112589641,36327628.0
1112725405,23641118.0
1114166998,18260654.0
1115292010,25850892.0
1116004069,62577836.0
1116487834,32482476.0
1117004656,27818416.0
1117136867,20473044.0
1117195616,38734616.0
1117947416,27321516.0
1118238925,13517149.0
111846917,35084924.0
1118482512,11910882.0
1118815295,20168696.0
1118878688,11592687.0
1119261733,14225174.0
1119530134,16067960.0
1119629515,17037204.0
1120000702,18487510.0
112044852,35887028.0
1121880142,27334852.0
1122235886,27427014.0
1122555066,26586216.0
1122574109,16151379.0
1123664964,40810084.0
1124294151,24340780.0
1125699550,22299886.0
1126221533,22201388.0
1126641381,30274768.0
1126757306,29415994.0
1126796520,17994150.0
1126811259,28397556.0
1127832368,25680428.0
1128226922,28204490.0
1128498225,38326348.0
1129027163,32907782.0
1129221340,36358870.0
1130257145,25210212.0
1130720014,42445816.0
1131027065,8838438.0
1131427620,29318260.0
1131523873,36054492.0
1132295917,26348956.0
1132486761,32646102.0
1133082361,13657232.0
1134509383,25501148.0
1134521236,47608204.0
1134779082,22079304.0
1134883832,40930000.0
1135419607,15637000.0
1136836722,31318620.0
1138013832,11136154.0
113804746,31387658.0
1138064736,40750372.0
1138211675,18948456.0
1138486916,1909734.2
1138681044,27898438.0
1138720460,25223258.0
1138882964,17596556.0
113905839,24405220.0
1139237569,25711668.0
1139538400,12745543.0
113967173,34612224.0
1140820511,44541160.0
1140974500,30100672.0
114150551,36287460.0
1141520169,6538133.5
1143001734,33391654.0
1143047042,11369294.0
1144429601,17186906.0
1144656675,11080873.0
1145920557,28198278.0
1145967559,29799568.0
1146131621,20476572.0
1147881605,40343664.0
1148019708,22169980.0
1148541354,13241766.0
1148886023,24995268.0
115061644,18599944.0
115078097,21970538.0
1151049976,26108268.0
1151284420,66727560.0
1151324021,13453784.0
1151780520,49771040.0
1151992282,25833420.0
1152013551,14234718.0
1152212686,11239236.0
115221470,32597990.0
1152668140,23457220.0
1153463658,38869310.0
1153586106,17511894.0
1154474865,27527136.0
1155876159,28968698.0
1156025460,27570540.0
1156133043,12892713.0
1156478311,27167916.0
1156548075,42554430.0
1156784512,6842943.0
1156966312,9215228.0
1157350549,37355064.0
1157443909,25933824.0
1157809969,25758200.0
1158664242,22813088.0
1159089979,6797117.5
1160053013,20706442.0
1160686668,25970182.0
1160906376,38271310.0
1161198334,21489052.0
1162694155,14337496.0
1162779364,8305307.0
116365849,23217884.0
116412859,19643148.0
1164570156,33710664.0
1164715267,53685800.0
1164876923,30191584.0
1164894495,13194026.0
1164972263,11150852.0
1165406994,28716352.0
1165584264,37011860.0
1166172413,2188188.0
1166895244,31419770.0
116714199,60351050.0
1167639431,29964970.0
1167794399,28442090.0
1168308277,30560426.0
1168445787,19292006.0
116873459,23810564.0
116932311,25003628.0
1169334826,31483532.0
1169693633,12056038.0
1169771634,39379028.0
1170310305,27646944.0
1170579868,4466917.0
1170773819,19582806.0
1172563804,9848399.0
1173152518,35576744.0
1173279604,41238424.0
1173338218,8876586.0
1173516975,24935380.0
1174872667,36451604.0
1175203365,14143450.0
1175487443,10860058.0
1176993573,30275780.0
1177210685,20638948.0
1177454800,56222988.0
117774602,16430502.0
1177765216,20141462.0
1178028129,25702692.0
1178264982,35071824.0
11785683,37959540.0
1178816469,23080092.0
1179315785,12024070.0
1179497817,31895972.0
1179944784,22748134.0
1179960916,45322056.0
1180454807,35582828.0
1181120822,18918804.0
1182519191,30067004.0
1182614734,21592852.0
118297093,23393586.0
1183225535,7215453.5
1183600513,8354176.0
1183713026,9849067.0
1184105273,21538816.0
1184367501,42765684.0
1184815546,23661822.0
1185025081,21975376.0
1185534283,29929996.0
1185885556,35094440.0
1186834536,25617332.0
1187497833,31409994.0
1188079800,20841530.0
1188186067,38014944.0
1188231063,38364220.0
1188467144,24026440.0
1189196490,21558434.0
1189198101,21165926.0
1189882633,29612532.0
1190040870,21482432.0
1190219966,32598710.0
1191879879,31258278.0
1193115461,33396208.0
1193187793,4137271.2
1194642850,30151312.0
1194958720,2904817.5
119542887,21535006.0
119569312,33199424.0
1195836508,25144306.0
1195892797,29862244.0
1196305060,35258176.0
1196386464,26074624.0
1196398313,22751792.0
1196810623,10082487.0
1196813450,41780590.0
1197090770,32580278.0
1197154274,18015148.0
1197328245,40246390.0
1197569463,43503740.0
1198404856,35362224.0
1199075201,32784948.0
1199480876,3702859.2
1200859428,42310824.0
1201893930,19782660.0
1201963444,61992780.0
1202160868,33936120.0
1202189440,29850188.0
1202750543,30780644.0
1202918770,19297504.0
1202937149,32287898.0
1203069519,47248816.0
120316657,39351350.0
1203373488,27736250.0
1204016583,7784317.0
1204128117,34119296.0
120454717,42572148.0
1204737237,3637328.0
1205091053,31612348.0
1205814686,2099800.5
1206024018,31268016.0
1206424468,23678348.0
1206756635,1915220.6
1208065896,19467328.0
1208252310,34452936.0
1208345452,31480972.0
1208430866,22388384.0
1208675647,23190692.0
1208691081,29377200.0
1208693295,5382230.0
120889622,9164962.0
1209606062,6254689.0
1209790776,29058474.0
1209871661,7576647.0
1210342871,26568868.0
1210515418,61553896.0
1210587430,14514851.0
121085860,25655256.0
1211230421,12129022.0
1212010438,30765216.0
1212038117,23894934.0
1212393638,14273549.0
1212871042,25685970.0
1213127443,14435776.0
1213666714,27921146.0
1213765725,18827246.0
1214044895,12752126.0
1214397068,17414382.0
1214512952,21287304.0
121475135,15653176.0
1215991037,7440307.0
1216072355,50032096.0
1216317941,18720284.0
1217410402,20320576.0
1217791119,14219309.0
1217958703,39578444.0
1218603542,40902748.0
121911992,33261328.0
1220297658,26346736.0
122051198,32186788.0
1220917059,9563382.0
1221258426,14642990.0
1221362931,17962590.0
1221381426,20180460.0
1221406995,23116274.0
1221742539,27819130.0
1222133853,21512540.0
1222630615,19655924.0
122338420,2107041.5
1224205322,34602570.0
1224736611,42229310.0
1224847193,18501638.0
1225450532,34243336.0
1225520998,18755238.0
1225673768,37127520.0
1225840812,7771769.5
1226855510,7521092.0
1227089589,24539662.0
1227183385,21151272.0
1227712146,40528588.0
1227918139,24873066.0
1228233821,28918944.0
1228313403,6752430.5
1229009812,30991034.0
1229431653,9428286.0
1229460419,15279114.0
1229817590,18185828.0
1230316532,27091466.0
1230560682,39500852.0
1230621880,40396504.0
12309827,10128019.0
1231226440,13964549.0
1231697079,40979116.0
1231863231,11733410.0
1232186307,8311720.0
1232310261,43419256.0
1232747090,35223200.0
1233060596,26680244.0
123334209,27883716.0
1233647449,24841398.0
1234678578,24570156.0
1234833384,28339482.0
1235576648,21590208.0
1236374724,29919636.0
1237182936,17425038.0
1237264265,17791452.0
1237489984,34658060.0
1237986882,32533498.0
1238101011,37347388.0
1238654489,27630880.0
1239295802,12879710.0
1240184920,2555955.5
1240454739,27572620.0
1240523415,29773760.0
124066139,30341510.0
124328628,32379348.0
1243449859,10146893.0
1243513614,31150932.0
1243704000,25455542.0
1244408534,25269100.0
1244455578,25213308.0
1244480043,55778100.0
124472978,7024801.0
1244975691,21743566.0
1245849000,25832626.0
1245928502,3057376.0
1246132974,31255594.0
1246200476,32035244.0
1246951286,42125890.0
1247221245,6877206.5
12479934,21919634.0
1249055479,13334218.0
1250068289,47097610.0
1250716365,4049881.2
1251107473,28905226.0
1251617657,15951646.0
1251709691,17952876.0
1251949974,28710662.0
1252094896,22022916.0
1252411470,20263148.0
1252611069,33450188.0
1252816216,32655348.0
1253194264,14298795.0
125372216,11810624.0
1254351455,26199406.0
1254516631,3493584.8
125491337,28173498.0
1255059548,29088010.0
1255398321,16017790.0
1256099564,16494578.0
1256445965,25377066.0
1256468646,39278012.0
1256728657,14965373.0
1257383754,31232704.0
1257421212,35581424.0
1257915194,12536650.0
1260137433,9772525.0
1260653598,19949338.0
1261276830,31628266.0
1262162310,19577528.0
126243235,31585962.0
1262638334,24226706.0
126292191,19464584.0
1263184114,24302556.0
1263186436,22809460.0
1263652588,41172116.0
1264252775,23790884.0
1264402606,19581862.0
1264405485,33003104.0
1265147,27447628.0
1265410353,19541900.0
1265787223,35251104.0
1266205757,22933722.0
1266853094,33694620.0
1267527309,29639884.0
1267843838,30426064.0
1268690857,34066390.0
1269542859,25440750.0
1270927994,18624680.0
1271131167,31366122.0
1272815573,1924142.6
1273060998,13122014.0
1274209772,36678556.0
1274283106,24359402.0
1274360676,14354155.0
1274887758,24620076.0
1275399938,27664256.0
1275413550,16651838.0
127549365,32858784.0
1276338,14146173.0
127685374,2282984.5
1277130036,35066650.0
1277779429,14461307.0
1277997835,13785982.0
1279207185,31989452.0
1279452497,21739204.0
1279922883,34633620.0
1280326574,19651524.0
1281123698,30707386.0
1281132907,27638938.0
1281187412,17715816.0
1281617406,23999380.0
1281716818,8084405.0
1282090367,32849356.0
1282708307,44028170.0
1282984514,55573260.0
1283139706,19828926.0
128322819,39599220.0
1283350450,28214522.0
1283948299,21994726.0
128415011,23605638.0
1284551049,7627486.5
1284692270,23168808.0
128473770,3702737.5
128534378,39392652.0
1285815102,21515306.0
1287137774,1966761.4
1287599105,19131876.0
128760129,19425308.0
1288024296,24544728.0
1288083028,32321376.0
1288164725,1860640.0
1288235950,26646728.0
1289291739,27789674.0
1289430353,10732410.0
1289817070,28256496.0
1290135368,17086950.0
129024523,41369456.0
1290851559,24527540.0
1291664322,8964030.0
1291843132,9937377.0
129209722,16816572.0
1292224522,38782956.0
1292953870,32895974.0
1293152996,10311752.0
1293280118,18681416.0
12941029,33779720.0
1294349518,10403118.0
1294404640,31905300.0
1294425641,31247078.0
1294498545,23647648.0
1294967747,31879728.0
1295122573,17273732.0
1296026079,32113290.0
1296158394,35529532.0
1296378285,17399678.0
1296616398,24609660.0
1296705698,18628458.0
1297979214,33495476.0
129821472,14197330.0
1299169709,54712116.0
1299437625,26157396.0
1299619501,35466410.0
1300752555,30912288.0
1301030900,17528378.0
1301700701,41351610.0
1301915877,18974784.0
1302063280,23452004.0
130210548,32880538.0
13022798,19286804.0
1302388192,26803052.0
1302631485,37898200.0
1302863623,26215488.0
1303008801,31625628.0
130333675,39185250.0
1303545427,16969882.0
1304019786,19925420.0
1304076841,23771900.0
1304946705,30114444.0
1305851255,21230622.0
1305945063,23017138.0
1306118272,7345273.5
1306242007,40831220.0
1307673564,7348103.0
1308361192,8128601.5
1308712772,9382223.0
1308811067,6037290.0
1308854999,32826908.0
130896653,21745526.0
1309569449,19276198.0
1309590666,31063584.0
1310168063,23349912.0
131090356,19087818.0
1311553769,10260799.0
1311908023,8099170.5
1312106331,30228752.0
1312332530,22434350.0
1312603078,10190506.0
1312731404,27035808.0
1313426874,6278184.0
1314123130,11664235.0
1314512504,10862550.0
1315244095,29743028.0
1315470937,25850764.0
1315982675,31961380.0
1316186762,22548352.0
1316204196,15438422.0
1316609064,16491725.0
1316644727,20458468.0
1317306670,17735622.0
1317882125,29604502.0
1318012271,32919754.0
1318147806,22981878.0
1319168929,8826581.0
1319689782,6371331.0
1320127499,32711408.0
1320635088,18772518.0
1321225096,20815722.0
1321624749,3079282.2
1321696706,36504588.0
1321858818,25968992.0
1322512722,21575942.0
132297482,62006656.0
1323927568,12289190.0
1324100857,29890326.0
1324381186,21527544.0
1325213280,31125158.0
1325850373,25750006.0
1326205055,36890744.0
1327493309,6917667.0
1327774555,10203260.0
1328322443,11199378.0
1328802193,9398699.0
1329023921,38335820.0
1329259932,10559334.0
1329772894,36935140.0
1330314744,3968952.8
1330753679,27643380.0
1331009800,35524748.0
1331215036,30504828.0
1331804527,33524378.0
1332537675,27240000.0
1333013176,22642010.0
1333323193,4780038.5
1333513152,34366560.0
1333545021,21464890.0
1333811033,22889392.0
1333992399,32984612.0
1334762914,25508652.0
1335281249,20068586.0
1335443111,9299254.0
1335544887,32202980.0
1335592412,6688785.5
1336360883,8461437.0
1336389594,21091722.0
1336810376,35782200.0
1336932904,14286462.0
1337078502,20039620.0
